"QTA","FATTURATO","ANNOMESE","ART_COD"
2,599.98,"2018-06","ROARO6455EA"
6,1648.95,"2018-07","ROARO6455EA"
4,1199.96,"2018-08","ROARO6455EA"
1,299.99,"2018-09","ROARO6455EA"
2,599.98,"2018-10","ROARO6455EA"
5,1399.96,"2018-11","ROARO6455EA"
1,299.99,"2018-12","ROARO6455EA"
1,229.9,"2019-01","ROARO6455EA"
3,789.97,"2019-03","ROARO6455EA"
1,240.01,"2019-04","ROARO6455EA"
2,559.98,"2019-08","ROARO6455EA"
2,569.89,"2019-11","ROARO6455EA"
4,1039.97,"2020-02","ROARO6455EA"
1,299.99,"2020-04","ROARO6455EA"
4,1199.96,"2020-05","ROARO6455EA"
1,299.99,"2020-06","ROARO6455EA"
1,100,"2020-10","ROARO6455EA"
2,200,"2020-12","ROARO6455EA"
1,99.99,"2021-09","ROARO6455EA"
1,299,"2018-04","TIMG925G"
1,379,"2018-03","TIMG925"
1,299,"2018-06","TIMG925"
1,130,"2018-03","TIMGRANDPRIMEW"
1,5,"2019-01","TIMGRANDPRIMEW"
1,44.9,"2019-07","G3FMAGNIFICO"
1,44.9,"2019-12","G3FMAGNIFICO"
1,44.9,"2020-02","G3FMAGNIFICO"
1,44.9,"2021-03","G3FMAGNIFICO"
1,44.9,"2021-04","G3FMAGNIFICO"
1,44.99,"2021-07","G3FMAGNIFICO"
1,44.99,"2021-10","G3FMAGNIFICO"
1,28,"2022-05","G3FMAGNIFICO"
1,47.99,"2023-09","G3FMAGNIFICO"
1,47.99,"2023-10","G3FMAGNIFICO"
1,57.99,"2021-11","G3FBRAGIA"
1,49,"2022-11","G3FBRAGIA"
2,139.98,"2022-12","G3FBRAGIA"
1,69.99,"2023-03","G3FBRAGIA"
1,69.99,"2023-04","G3FBRAGIA"
8,2842,"2018-03","INDIWSC61052CECOIT"
6,2331.14,"2018-04","INDIWSC61052CECOIT"
5,2095,"2018-05","INDIWSC61052CECOIT"
5,1855.99,"2018-06","INDIWSC61052CECOIT"
3,1137.99,"2018-07","INDIWSC61052CECOIT"
4,1556,"2018-08","INDIWSC61052CECOIT"
3,1257,"2018-09","INDIWSC61052CECOIT"
6,2023.6,"2018-11","INDIWSC61052CECOIT"
6,2336.99,"2018-12","INDIWSC61052CECOIT"
8,2946.19,"2019-01","INDIWSC61052CECOIT"
1,419,"2019-02","INDIWSC61052CECOIT"
2,778.01,"2019-03","INDIWSC61052CECOIT"
3,842.4,"2019-04","INDIWSC61052CECOIT"
4,1606,"2019-05","INDIWSC61052CECOIT"
3,1117.11,"2019-06","INDIWSC61052CECOIT"
2,590.75,"2019-07","INDIWSC61052CECOIT"
1,329,"2019-08","INDIWSC61052CECOIT"
3,874,"2019-09","INDIWSC61052CECOIT"
2,718,"2019-10","INDIWSC61052CECOIT"
2,668,"2019-11","INDIWSC61052CECOIT"
1,419,"2019-12","INDIWSC61052CECOIT"
1,229,"2020-06","INDIWSC61052CECOIT"
1,335,"2020-08","INDIWSC61052CECOIT"
1,329,"2021-04","INDIWSC61052CECOIT"
1,99.9,"2018-06","HOOLY06"
1,20.99,"2022-04","HOOLY06"
1,459.7,"2018-03","REXEWS1076EDW"
3,1587,"2018-05","REXEWS1076EDW"
1,569,"2018-07","REXEWS1076EDW"
3,1537,"2018-08","REXEWS1076EDW"
1,440,"2018-11","REXEWS1076EDW"
7,2464.99,"2018-12","REXEWS1076EDW"
7,2284,"2019-01","REXEWS1076EDW"
2,508.01,"2019-03","REXEWS1076EDW"
1,499,"2018-03","HOOWDMT4138AH1S"
1,449,"2018-09","HOOWDMT4138AH1S"
2,628,"2018-03","ZOPPWH71241A"
1,279,"2018-04","ZOPPWH71241A"
6,1634,"2018-05","ZOPPWH71241A"
1,249,"2018-06","ZOPPWH71241A"
1,10,"2018-08","ASUZENFONE2"
72,21592.8,"2018-03","BOHBGB8A32W"
72,21592.8,"2018-03","BOHBGB8A32W"
124,36976.7,"2018-04","BOHBGB8A32W"
42,12095.8,"2018-05","BOHBGB8A32W"
27,7797.3,"2018-06","BOHBGB8A32W"
82,24158.89,"2018-07","BOHBGB8A32W"
38,11120.39,"2018-08","BOHBGB8A32W"
61,17737.1,"2018-09","BOHBGB8A32W"
28,8141.39,"2018-10","BOHBGB8A32W"
141,41721.76,"2018-11","BOHBGB8A32W"
26,7687.39,"2018-12","BOHBGB8A32W"
46,13659.6,"2019-01","BOHBGB8A32W"
24,6957.58,"2019-02","BOHBGB8A32W"
52,15241.98,"2019-03","BOHBGB8A32W"
104,30916.9,"2019-04","BOHBGB8A32W"
39,11609.22,"2019-05","BOHBGB8A32W"
94,28079.7,"2019-06","BOHBGB8A32W"
74,21991.79,"2019-07","BOHBGB8A32W"
83,24790.89,"2019-08","BOHBGB8A32W"
37,11093.6,"2019-09","BOHBGB8A32W"
24,6927.7,"2019-10","BOHBGB8A32W"
21,6177,"2019-11","BOHBGB8A32W"
13,3748.7,"2019-12","BOHBGB8A32W"
18,5132.61,"2020-01","BOHBGB8A32W"
17,4486.62,"2020-02","BOHBGB8A32W"
2,455.8,"2020-03","BOHBGB8A32W"
2,599.8,"2020-04","BOHBGB8A32W"
9,2464.6,"2020-05","BOHBGB8A32W"
11,3036.4,"2020-06","BOHBGB8A32W"
6,1799.4,"2020-07","BOHBGB8A32W"
5,1499.5,"2020-08","BOHBGB8A32W"
3,899.7,"2020-09","BOHBGB8A32W"
5,1499.5,"2020-10","BOHBGB8A32W"
4,1016.7,"2020-12","BOHBGB8A32W"
2,599.8,"2021-01","BOHBGB8A32W"
1,299.9,"2021-02","BOHBGB8A32W"
2,599.8,"2021-03","BOHBGB8A32W"
1,299.9,"2021-04","BOHBGB8A32W"
1,299.9,"2021-05","BOHBGB8A32W"
1,299.9,"2021-07","BOHBGB8A32W"
3,899.7,"2021-09","BOHBGB8A32W"
1,299.9,"2021-10","BOHBGB8A32W"
199,12858.46,"2018-03","ARI2735"
199,12965.2,"2018-04","ARI2735"
158,10294.2,"2018-05","ARI2735"
192,12440.89,"2018-06","ARI2735"
192,12440.8,"2018-07","ARI2735"
198,12847.39,"2018-08","ARI2735"
146,9468.89,"2018-09","ARI2735"
170,10978.2,"2018-10","ARI2735"
151,9784.99,"2018-11","ARI2735"
207,13349.3,"2018-12","ARI2735"
153,9914.7,"2019-01","ARI2735"
145,9390.68,"2019-02","ARI2735"
155,10039.59,"2019-03","ARI2735"
159,10289.19,"2019-04","ARI2735"
173,11178.24,"2019-05","ARI2735"
139,8975.5,"2019-06","ARI2735"
192,12356.16,"2019-07","ARI2735"
232,14797.23,"2019-08","ARI2735"
168,10803.83,"2019-09","ARI2735"
176,11170.03,"2019-10","ARI2735"
160,10374,"2019-11","ARI2735"
185,11966.6,"2019-12","ARI2735"
154,9952.08,"2020-01","ARI2735"
167,10764.85,"2020-02","ARI2735"
54,3494.46,"2020-03","ARI2735"
24,1529.77,"2020-04","ARI2735"
110,7103.91,"2020-05","ARI2735"
118,7593.82,"2020-06","ARI2735"
116,7497.27,"2020-07","ARI2735"
165,10645.42,"2020-08","ARI2735"
220,14256.72,"2020-09","ARI2735"
231,14927.42,"2020-10","ARI2735"
253,16341.12,"2020-11","ARI2735"
211,13556.84,"2020-12","ARI2735"
138,8857.62,"2021-01","ARI2735"
137,8853.54,"2021-02","ARI2735"
178,11454.72,"2021-03","ARI2735"
179,11523.14,"2021-04","ARI2735"
215,13815.53,"2021-05","ARI2735"
216,13893.71,"2021-06","ARI2735"
290,18921.98,"2021-07","ARI2735"
215,15504.39,"2021-08","ARI2735"
223,15947.79,"2021-09","ARI2735"
211,15350.89,"2021-10","ARI2735"
162,11862.28,"2021-11","ARI2735"
189,13706.13,"2021-12","ARI2735"
162,11857.1,"2022-01","ARI2735"
132,9568.5,"2022-02","ARI2735"
116,8572.86,"2022-03","ARI2735"
113,8698.83,"2022-04","ARI2735"
110,8817.77,"2022-05","ARI2735"
108,9048.84,"2022-06","ARI2735"
107,8958.67,"2022-07","ARI2735"
126,10463.31,"2022-08","ARI2735"
141,11522.61,"2022-09","ARI2735"
140,11652.49,"2022-10","ARI2735"
100,8336.65,"2022-11","ARI2735"
147,12115.68,"2022-12","ARI2735"
162,13371.37,"2023-01","ARI2735"
122,10116.52,"2023-02","ARI2735"
175,14356.41,"2023-03","ARI2735"
125,10082.69,"2023-04","ARI2735"
146,12018.01,"2023-05","ARI2735"
186,15194.23,"2023-06","ARI2735"
130,10763.21,"2023-07","ARI2735"
106,8687.92,"2023-08","ARI2735"
68,5437.17,"2023-09","ARI2735"
86,6961.43,"2023-10","ARI2735"
80,6413.64,"2023-11","ARI2735"
110,9081.06,"2023-12","ARI2735"
1,599,"2018-09","BOHWLG24225IT"
1,530,"2019-06","BOHWLG24225IT"
1,599,"2019-07","BOHWLG24225IT"
1,448,"2019-10","BOHWLG24225IT"
2,998,"2020-05","BOHWLG24225IT"
2,1198,"2020-06","BOHWLG24225IT"
1,548,"2020-09","BOHWLG24225IT"
1,100,"2019-01","GOLMAGNAW"
1,119.99,"2018-03","OMNG3"
1,149.9,"2018-05","OMNG3"
1,149.9,"2018-07","OMNG3"
1,239.9,"2018-09","MIESWINGH1PARECON"
1,239.9,"2018-10","MIESWINGH1PARECON"
1,131.27,"2019-07","MIESWINGH1PARECON"
1,349,"2018-09","ARNRSG724JSIT"
1,399,"2018-03","ARNRSPG724JXIT"
23,2297.7,"2018-03","HOOCP41"
6,558.49,"2018-04","HOOCP41"
2,159.8,"2018-05","HOOCP41"
1,64.9,"2018-06","HOOCP41"
2,169.8,"2018-07","HOOCP41"
7,699.3,"2018-08","HOOCP41"
9,899.1,"2018-09","HOOCP41"
1,99.9,"2018-10","HOOCP41"
1,20,"2020-10","HOOCP41"
51,8569.91,"2018-03","HOOSY01"
50,8394.1,"2018-04","HOOSY01"
100,16880.18,"2018-05","HOOSY01"
65,10863.77,"2018-06","HOOSY01"
47,7735.49,"2018-07","HOOSY01"
24,3886.9,"2018-08","HOOSY01"
33,5377.79,"2018-09","HOOSY01"
48,7845.32,"2018-10","HOOSY01"
45,7505.8,"2018-11","HOOSY01"
116,19394.4,"2018-12","HOOSY01"
151,25489.09,"2019-01","HOOSY01"
111,18750.09,"2019-02","HOOSY01"
97,16259.58,"2019-03","HOOSY01"
85,14277.71,"2019-04","HOOSY01"
124,21009.09,"2019-05","HOOSY01"
115,19312.8,"2019-06","HOOSY01"
97,16470.3,"2019-07","HOOSY01"
118,19870.58,"2019-08","HOOSY01"
172,28873.18,"2019-09","HOOSY01"
222,37351.55,"2019-10","HOOSY01"
142,23842.18,"2019-11","HOOSY01"
73,10916.27,"2019-12","HOOSY01"
45,6979.69,"2020-01","HOOSY01"
82,12463.41,"2020-02","HOOSY01"
41,6436,"2020-03","HOOSY01"
20,3303,"2020-04","HOOSY01"
76,12582.4,"2020-05","HOOSY01"
87,14376.68,"2020-06","HOOSY01"
34,4822.46,"2020-07","HOOSY01"
94,15294.29,"2020-08","HOOSY01"
31,4787.29,"2020-09","HOOSY01"
17,1842.5,"2020-10","HOOSY01"
8,779.99,"2020-11","HOOSY01"
8,779.9,"2020-12","HOOSY01"
8,760.01,"2021-01","HOOSY01"
5,500,"2021-02","HOOSY01"
5,489.99,"2021-03","HOOSY01"
4,380.01,"2021-04","HOOSY01"
4,376.01,"2021-05","HOOSY01"
1,99.99,"2021-06","HOOSY01"
4,399.96,"2021-07","HOOSY01"
4,389.96,"2021-08","HOOSY01"
1,99.99,"2021-09","HOOSY01"
2,199.98,"2021-10","HOOSY01"
1,99.99,"2021-11","HOOSY01"
4,379.97,"2022-01","HOOSY01"
2,179.99,"2022-02","HOOSY01"
1,99.99,"2022-03","HOOSY01"
2,113.99,"2022-04","HOOSY01"
1,59.99,"2022-05","HOOSY01"
1,70,"2022-06","HOOSY01"
2,199.98,"2022-07","HOOSY01"
1,63.99,"2022-08","HOOSY01"
1,80,"2022-10","HOOSY01"
1,99.99,"2022-11","HOOSY01"
1,99.99,"2023-02","HOOSY01"
1,99.99,"2023-07","HOOSY01"
1,199.9,"2018-04","HOOATV264BM"
1,139.93,"2018-05","HOOATV264BM"
1,199.9,"2018-07","HOOATV264BM"
4,699.6,"2018-08","HOOATV264BM"
1,99,"2018-09","HOOATV264BM"
1,199.9,"2018-10","HOOATV264BM"
3,509.8,"2018-11","HOOATV264BM"
1,199.9,"2018-12","HOOATV264BM"
1,94.9,"2019-04","HOOATV264BM"
1,199.9,"2020-04","HOOATV264BM"
1,199.9,"2020-06","HOOATV264BM"
1,199.9,"2020-08","HOOATV264BM"
1,50,"2020-10","HOOATV264BM"
1,50,"2020-12","HOOATV264BM"
1,50,"2021-01","HOOATV264BM"
1,50,"2021-02","HOOATV264BM"
1,50,"2021-04","HOOATV264BM"
1,599,"2018-03","SAMWD90J6400AWET"
2,1358,"2018-08","BOHWOT20227IT"
1,475.3,"2018-12","BOHWOT20227IT"
1,229.9,"2018-03","TIMG903"
1,199.9,"2018-04","TIMG903"
1,99.9,"2018-07","TIMG903"
1,199.9,"2018-03","TIMG903S"
1,199.9,"2018-04","TIMG903S"
1,199.9,"2018-05","TIMG903G"
119,35128.42,"2018-03","IGNLTE6310"
41,12019,"2018-04","IGNLTE6310"
6,1794.25,"2018-05","IGNLTE6310"
5,1495,"2018-06","IGNLTE6310"
1,299,"2018-07","IGNLTE6310"
5,1475,"2018-08","IGNLTE6310"
3,897,"2018-09","IGNLTE6310"
1,149.01,"2019-02","IGNLTE6310"
3,614.97,"2018-03","IME8073"
4,743.97,"2018-04","IME8073"
6,1229.94,"2018-05","IME8073"
5,1024.95,"2018-06","IME8073"
3,614.97,"2018-07","IME8073"
9,1844.91,"2018-08","IME8073"
8,1639.92,"2018-09","IME8073"
3,614.97,"2018-10","IME8073"
14,2869.86,"2018-11","IME8073"
4,819.96,"2018-12","IME8073"
1,110,"2019-01","IME8073"
1,204.99,"2019-03","IME8073"
1,204.99,"2019-04","IME8073"
1,204.99,"2019-05","IME8073"
2,409.98,"2019-06","IME8073"
1,113.5,"2019-08","IME8073"
1,204.99,"2019-11","IME8073"
2,294.89,"2020-01","IME8073"
1,204.99,"2020-02","IME8073"
1,204.99,"2020-03","IME8073"
1,204.99,"2020-05","IME8073"
1,204.99,"2020-06","IME8073"
1,204.99,"2020-09","IME8073"
1,100,"2020-12","IME8073"
1,70,"2021-03","IME8073"
1,80,"2022-02","IME8073"
9,3062.09,"2018-03","IGNLTE5210"
302,108100.59,"2018-04","IGNLTE5210"
217,69378.63,"2018-05","IGNLTE5210"
40,10727.01,"2018-06","IGNLTE5210"
17,4804.71,"2018-07","IGNLTE5210"
8,2082,"2018-08","IGNLTE5210"
2,498,"2018-09","IGNLTE5210"
2,549,"2018-11","IGNLTE5210"
1,199,"2019-04","IGNLTE5210"
49,8449.52,"2018-03","IME8072"
16,2799.84,"2018-04","IME8072"
66,11549.34,"2018-05","IME8072"
106,18548.94,"2018-06","IME8072"
80,13678.93,"2018-07","IME8072"
7,1018.35,"2018-08","IME8072"
7,1169.85,"2018-09","IME8072"
60,10157.15,"2018-10","IME8072"
113,19422.53,"2018-11","IME8072"
113,19348.43,"2018-12","IME8072"
22,3439.34,"2019-01","IME8072"
1,99.99,"2019-02","IME8072"
3,479.88,"2019-03","IME8072"
2,264.89,"2019-04","IME8072"
5,728.88,"2019-05","IME8072"
1,99,"2019-06","IME8072"
2,209.94,"2019-07","IME8072"
1,174.99,"2019-08","IME8072"
1,59.99,"2019-09","IME8072"
2,259.89,"2019-10","IME8072"
1,174.99,"2019-11","IME8072"
1,119.99,"2019-12","IME8072"
3,524.97,"2020-01","IME8072"
4,578.97,"2020-02","IME8072"
2,274.89,"2020-04","IME8072"
3,448.98,"2020-05","IME8072"
4,574.96,"2020-06","IME8072"
2,349.98,"2020-07","IME8072"
2,279.98,"2020-08","IME8072"
2,162.4,"2020-09","IME8072"
11,1100,"2020-10","IME8072"
7,690,"2020-11","IME8072"
5,480,"2020-12","IME8072"
2,200,"2021-01","IME8072"
1,75.01,"2021-03","IME8072"
2,170,"2021-04","IME8072"
1,79.99,"2021-07","IME8072"
1,80,"2021-11","IME8072"
1,75,"2022-03","IME8072"
1,99.99,"2022-04","IME8072"
1,80,"2022-05","IME8072"
1,79.99,"2022-06","IME8072"
3,249.98,"2023-01","IME8072"
1,40,"2023-03","IME8072"
2,1049.9,"2018-03","APLIPHONE6S16"
1,399.9,"2018-03","APLIPHONE6S16R"
1,499.9,"2019-07","APLIPHONE6S64"
1,349,"2019-10","APLIPHONE6S64"
1,529.01,"2018-09","APLIPHONE6S64S"
1,529.01,"2019-05","APLIPHONE6S64S"
1,499.9,"2018-10","APLIPHONE6S64G"
1,379,"2018-05","WHITDLR70230"
1,379,"2018-11","WHITDLR70230"
1,379,"2019-01","WHITDLR70230"
1,299.9,"2018-03","NOKLUMIA950"
1,259.91,"2018-06","NOKLUMIA950"
2,699.8,"2018-04","NOKLUMIA950XLW"
1,429.9,"2018-03","SONXPERIAZ5"
1,50,"2018-10","SONXPERIAZ5"
1,229.9,"2019-03","SONXPERIAZ5"
1,249,"2020-06","SONXPERIAZ5"
1,100,"2020-10","SONXPERIAZ5"
1,429.9,"2018-03","SONXPERIAZ5W"
1,299.9,"2018-11","SONXPERIAZ5W"
2,449.81,"2019-07","SONXPERIAZ5W"
1,299.9,"2019-08","SONXPERIAZ5W"
1,299.9,"2019-12","SONXPERIAZ5W"
1,79,"2020-06","SONXPERIAZ5W"
4,379.92,"2020-10","SONXPERIAZ5W"
1,100,"2020-12","SONXPERIAZ5W"
1,50,"2018-09","SONXPERIAZ5COMPACT"
1,159.91,"2018-12","SONXPERIAZ5COMPACTW"
1,160,"2019-01","SONXPERIAZ5COMPACTW"
1,199.9,"2019-05","SONXPERIAZ5COMPACTW"
1,349,"2018-05","GOLFH2U2QDN1"
1,649,"2018-07","GOLFH2U2QDN1"
1,349,"2020-08","GOLFH2U2QDN1"
1,219.9,"2018-03","HUAMATES"
1,249.9,"2018-06","HUAMATES"
2,499.8,"2018-08","HUAMATES"
1,249.9,"2018-03","HUAMATESC"
1,199,"2018-05","HUAMATESC"
3,517,"2018-06","HUAMATESC"
1,399,"2018-05","ARNRPG926DXIT"
11,8990.98,"2018-03","REXEWW1686HDW"
18,14072.29,"2018-04","REXEWW1686HDW"
22,17882.8,"2018-05","REXEWW1686HDW"
14,11302,"2018-06","REXEWW1686HDW"
23,18251,"2018-07","REXEWW1686HDW"
33,23087,"2018-08","REXEWW1686HDW"
40,26817.81,"2018-09","REXEWW1686HDW"
26,16910.21,"2018-10","REXEWW1686HDW"
33,21099.47,"2018-11","REXEWW1686HDW"
10,6342.31,"2018-12","REXEWW1686HDW"
5,2475.01,"2019-01","REXEWW1686HDW"
4,2256,"2019-02","REXEWW1686HDW"
5,2333.3,"2019-03","REXEWW1686HDW"
10,5231.01,"2019-04","REXEWW1686HDW"
5,2645.01,"2019-05","REXEWW1686HDW"
2,887,"2019-06","REXEWW1686HDW"
6,3150.03,"2019-07","REXEWW1686HDW"
3,1577.01,"2019-08","REXEWW1686HDW"
3,1637,"2019-09","REXEWW1686HDW"
3,1295.02,"2019-11","REXEWW1686HDW"
1,499,"2020-05","REXEWW1686HDW"
1,5,"2020-10","HTCDESIRE620LTEW"
1,5,"2019-01","HTCDESIRE626LTE"
2,339.8,"2018-09","H3GIPHONE6S16"
1,340,"2019-10","H3GIPHONE6S16"
1,499.9,"2018-03","H3GIPHONE6S64"
1,499.9,"2018-06","H3GIPHONE6S64S"
1,349.91,"2018-07","H3GIPHONE6SPLUS16G"
6,4120,"2018-04","BOHWOT24427IT"
5,3645,"2018-05","BOHWOT24427IT"
1,729,"2018-06","BOHWOT24427IT"
4,2916,"2018-07","BOHWOT24427IT"
4,2546,"2018-08","BOHWOT24427IT"
3,1684,"2018-09","BOHWOT24427IT"
7,4918,"2018-10","BOHWOT24427IT"
12,8137.49,"2018-11","BOHWOT24427IT"
5,2954.97,"2018-12","BOHWOT24427IT"
5,3095.01,"2019-01","BOHWOT24427IT"
1,550,"2019-03","BOHWOT24427IT"
4,2456,"2019-04","BOHWOT24427IT"
3,1688,"2019-05","BOHWOT24427IT"
6,3654,"2019-06","BOHWOT24427IT"
4,1818.94,"2019-08","BOHWOT24427IT"
2,1048,"2019-11","BOHWOT24427IT"
1,499,"2020-08","BOHWOT24427IT"
1,449,"2020-12","BOHWOT24427IT"
1,449,"2021-02","BOHWOT24427IT"
1,119,"2018-07","HUAY62GB"
13,5918.8,"2018-03","SAMVR10J5034UC"
4,1959.6,"2018-04","SAMVR10J5034UC"
4,1659.69,"2018-05","SAMVR10J5034UC"
6,2724.45,"2018-06","SAMVR10J5034UC"
4,1379.79,"2018-07","SAMVR10J5034UC"
4,1959.6,"2018-08","SAMVR10J5034UC"
3,1469.7,"2018-09","SAMVR10J5034UC"
4,1959.6,"2018-10","SAMVR10J5034UC"
3,1469.7,"2018-11","SAMVR10J5034UC"
2,979.8,"2018-12","SAMVR10J5034UC"
1,249.01,"2019-08","SAMVR10J5034UC"
1,299,"2019-11","SAMVR10J5034UC"
5,1767.71,"2020-02","SAMVR10J5034UC"
1,489.9,"2020-09","SAMVR10J5034UC"
4,1959.6,"2020-10","SAMVR10J5034UC"
1,489.9,"2020-11","SAMVR10J5034UC"
1,489.9,"2020-12","SAMVR10J5034UC"
1,489.9,"2021-03","SAMVR10J5034UC"
1,489.9,"2021-04","SAMVR10J5034UC"
18,10887.5,"2018-03","BOHWOT20226IT"
29,18061,"2018-04","BOHWOT20226IT"
25,15606,"2018-05","BOHWOT20226IT"
19,11413.86,"2018-06","BOHWOT20226IT"
25,15380.5,"2018-07","BOHWOT20226IT"
22,13687.99,"2018-08","BOHWOT20226IT"
38,23559,"2018-09","BOHWOT20226IT"
22,13570.99,"2018-10","BOHWOT20226IT"
34,21297.99,"2018-11","BOHWOT20226IT"
22,13441,"2018-12","BOHWOT20226IT"
18,10319.96,"2019-01","BOHWOT20226IT"
10,6144.99,"2019-02","BOHWOT20226IT"
27,13492.42,"2019-03","BOHWOT20226IT"
21,11111.01,"2019-04","BOHWOT20226IT"
39,17757.08,"2019-05","BOHWOT20226IT"
36,16763.1,"2019-06","BOHWOT20226IT"
20,8782.41,"2019-07","BOHWOT20226IT"
11,5339,"2019-08","BOHWOT20226IT"
4,1622.01,"2019-09","BOHWOT20226IT"
3,1307.01,"2019-10","BOHWOT20226IT"
3,1497,"2019-11","BOHWOT20226IT"
2,799.01,"2019-12","BOHWOT20226IT"
4,1676,"2020-01","BOHWOT20226IT"
3,1052,"2020-02","BOHWOT20226IT"
1,449,"2020-05","BOHWOT20226IT"
2,848,"2020-06","BOHWOT20226IT"
1,329.01,"2020-07","BOHWOT20226IT"
1,449,"2020-08","BOHWOT20226IT"
1,399,"2021-01","BOHWOT20226IT"
4,2199.6,"2018-04","IRO774"
3,1348.8,"2018-05","IRO774"
2,899.89,"2019-01","IRO774"
1,549.9,"2019-06","IRO774"
1,299,"2019-10","IRO774"
1,549.9,"2019-12","IRO774"
1,549.9,"2020-10","IRO774"
2,1099.8,"2020-12","IRO774"
1,369.9,"2018-07","OMNIPHONE6S16"
1,479,"2018-03","OMNIPHONE6S64"
1,499.9,"2018-10","OMNIPHONE6S64"
1,70.01,"2021-01","OMNIPHONE6S64S"
1,100,"2021-04","OMNIPHONE6S64S"
1,249.95,"2019-07","OMNIPHONE6S64G"
1,399.9,"2018-09","TIMIPHONE6S16S"
2,648.9,"2018-03","TIMIPHONE6S16R"
1,349,"2018-04","TIMIPHONE6S16R"
2,598.9,"2018-09","TIMIPHONE6S64"
1,169.01,"2020-02","TIMIPHONE6S64"
1,189.01,"2020-07","TIMIPHONE6S64"
1,70.01,"2021-01","TIMIPHONE6S64"
3,299.97,"2021-10","TIMIPHONE6S64"
1,449.9,"2018-03","TIMIPHONE6S64S"
1,499.9,"2018-04","TIMIPHONE6S64S"
1,399,"2020-02","TIMIPHONE6S64S"
208,5179.2,"2018-03","BLANV1200AV"
198,4925.3,"2018-04","BLANV1200AV"
165,4108.5,"2018-05","BLANV1200AV"
119,2963.1,"2018-06","BLANV1200AV"
87,2152.59,"2018-07","BLANV1200AV"
111,2763.9,"2018-08","BLANV1200AV"
57,1419.3,"2018-09","BLANV1200AV"
28,697.2,"2018-10","BLANV1200AV"
30,747,"2018-11","BLANV1200AV"
18,448.2,"2018-12","BLANV1200AV"
12,293.8,"2019-01","BLANV1200AV"
1,24.9,"2019-02","BLANV1200AV"
7,174.39,"2019-03","BLANV1200AV"
3,74.7,"2019-04","BLANV1200AV"
1,24.9,"2019-05","BLANV1200AV"
1,16.9,"2019-06","BLANV1200AV"
2,49.8,"2019-09","BLANV1200AV"
3,66.7,"2019-11","BLANV1200AV"
1,24.9,"2020-01","BLANV1200AV"
2,49.8,"2020-02","BLANV1200AV"
1,24.9,"2020-06","BLANV1200AV"
1,10,"2020-11","BLANV1200AV"
1,10.99,"2021-07","BLANV1200AV"
1,10.99,"2022-04","BLANV1200AV"
1,199,"2020-02","GOLG4LM"
1,10,"2021-01","GOLG4LM"
1,10,"2021-01","GOLG4LB"
1,259,"2018-06","GOLG4LR"
1,259,"2018-04","GOLG4"
120,17947.38,"2018-03","HUAP8LITE"
55,7963.11,"2018-04","HUAP8LITE"
18,2676.08,"2018-05","HUAP8LITE"
9,1319.12,"2018-06","HUAP8LITE"
4,568.7,"2018-07","HUAP8LITE"
8,1099.4,"2018-08","HUAP8LITE"
4,579.6,"2018-09","HUAP8LITE"
1,129.9,"2018-10","HUAP8LITE"
1,129.9,"2018-11","HUAP8LITE"
2,259.8,"2018-12","HUAP8LITE"
1,100,"2019-01","HUAP8LITE"
1,119.99,"2019-02","HUAP8LITE"
1,129.9,"2019-04","HUAP8LITE"
1,119.9,"2019-05","HUAP8LITE"
3,249.82,"2019-08","HUAP8LITE"
1,69.01,"2020-02","HUAP8LITE"
1,49,"2020-07","HUAP8LITE"
1,10,"2020-08","HUAP8LITE"
484,72346.02,"2018-03","HUAP8LITEW"
178,26541.42,"2018-04","HUAP8LITEW"
80,11849.42,"2018-05","HUAP8LITEW"
18,2557.59,"2018-06","HUAP8LITEW"
11,1594,"2018-07","HUAP8LITEW"
9,1269.2,"2018-08","HUAP8LITEW"
2,249.8,"2018-09","HUAP8LITEW"
2,259.8,"2019-03","HUAP8LITEW"
1,109.99,"2019-06","HUAP8LITEW"
1,89.9,"2020-06","HUAP8LITEW"
1,51.99,"2021-11","HUAP8LITEW"
1,99.9,"2018-03","HUAY635"
1,99.9,"2019-01","HUAY635"
1,10,"2020-10","HUAY635W"
1,69.9,"2018-03","ELXZML8805EL"
1,119.9,"2018-06","ELXZML8805EL"
2,184.81,"2018-07","ELXZML8805EL"
5,599.5,"2018-08","ELXZML8805EL"
6,718.79,"2018-09","ELXZML8805EL"
4,419.6,"2018-10","ELXZML8805EL"
2,239.8,"2018-11","ELXZML8805EL"
1,89.9,"2019-06","ELXZML8805EL"
1,99.9,"2019-07","ELXZML8805EL"
2,100,"2020-10","ELXZML8805EL"
72,8948.62,"2018-03","ELXZPFGREEN"
40,5314.39,"2018-04","ELXZPFGREEN"
410,57119.14,"2018-05","ELXZPFGREEN"
267,37273.48,"2018-06","ELXZPFGREEN"
166,22524.6,"2018-07","ELXZPFGREEN"
204,28359.78,"2018-08","ELXZPFGREEN"
100,13990,"2018-09","ELXZPFGREEN"
68,9298.5,"2018-10","ELXZPFGREEN"
24,3357.6,"2018-11","ELXZPFGREEN"
1,89.99,"2018-12","ELXZPFGREEN"
26,3637.4,"2019-01","ELXZPFGREEN"
31,4212.9,"2019-02","ELXZPFGREEN"
21,2855.38,"2019-03","ELXZPFGREEN"
10,1399,"2019-04","ELXZPFGREEN"
11,1463.91,"2019-05","ELXZPFGREEN"
